Id,SalePrice
1596,206123.3253
1597,171674.0056
1598,205100.7234
1599,181378.3195
1600,175063.8255
1601,62955.25697
1602,105014.8653
1603,85568.61873
1604,227295.3254
1605,262839.6982
1606,174117.8279
1607,175304.3844
1608,231991.5402
1609,181441.3317
1610,150697.1925
1611,145124.7164
1612,179380.7092
1613,170527.374
1614,129953.679
1615,91565.49146
1616,81057.56061
1617,96857.71189
1618,119117.817
1619,148714.596
1620,149550.4669
1621,129488.7615
1622,148083.4798
1623,259478.7681
1624,217155.6469
1625,108222.2931
1626,186553.6803
1627,180596.9561
1628,294369.7501
1629,182300.4044
1630,295070.9403
1631,196938.734
1632,216276.8963
1633,185396.4921
1634,191923.5047
1635,185388.1952
1636,169949.4538
1637,186749.0455
1638,195781.7416
1639,183897.8067
1640,242502.031
1641,178473.3699
1642,287074.6509
1643,226336.0443
1644,228990.8466
1645,211669.1076
1646,176806.7849
1647,160948.0739
1648,129931.9377
1649,148471.2686
1650,111292.9341
1651,119396.1631
1652,101748.6817
1653,106280.6012
1654,147747.2184
1655,145980.5825
1656,147763.6273
1657,147826.3762
1658,155071.5872
1659,117337.0175
1660,163142.669
1661,416249.0205
1662,360367.6333
1663,355949.8709
1664,444467.9108
1665,306625.3107
1666,332780.4337
1667,375105.7573
1668,357832.8154
1669,316749.6581
1670,345070.747
1671,246019.8033
1672,431697.2318
1673,298918.2543
1674,236752.332
1675,184325.4684
1676,183564.204
1677,206254.2383
1678,437513.3775
1679,379043.1796
1680,290682.7282
1681,249648.7137
1682,323293.98
1683,181800.6414
1684,196591.3252
1685,191226.1445
1686,179211.0417
1687,192833.7651
1688,202072.5299
1689,207198.9011
1690,220161.1017
1691,205170.7566
1692,293987.8584
1693,189339.3642
1694,188497.0268
1695,179639.2451
1696,282325.9271
1697,183228.4437
1698,321934.0356
1699,311940.4712
1700,222216.4466
1701,251655.5017
1702,229815.8911
1703,232155.5385
1704,275424.3416
1705,244625.8461
1706,390627.5054
1707,217022.1224
1708,204956.3646
1709,284472.1565
1710,218574.8598
1711,291830.7263
1712,253901.3343
1713,298741.2087
1714,226858.1594
1715,210158.7012
1716,173101.2175
1717,170447.8887
1718,122071.0159
1719,215627.1545
1720,245049.3803
1721,163710.3905
1722,118376.8935
1723,158921.194
1724,204956.7811
1725,247555.6055
1726,178002.0721
1727,157553.2012
1728,193279.5967
1729,176927.8527
1730,162884.8328
1731,130262.3721
1732,124183.209
1733,105854.1538
1734,113138.226
1735,153136.7577
1736,110179.6062
1737,324315.3734
1738,231466.132
1739,269259.6001
1740,213925.9007
1741,192459.3329
1742,160971.2939
1743,185583.2088
1744,313119.6737
1745,183850.7566
1746,178380.2339
1747,205502.0446
1748,202459.6246
1749,151395.5233
1750,118289.2366
1751,237053.0174
1752,114463.8318
1753,144403.0943
1754,175161.3682
1755,167849.8809
1756,127166.8404
1757,118277.7474
1758,159866.4806
1759,176067.7821
1760,158695.7604
1761,142085.321
1762,168047.7229
1763,198555.3971
1764,116216.9454
1765,155400.9476
1766,188986.1074
1767,209520.7707
1768,144509.2872
1769,173690.2631
1770,174204.6444
1771,110409.8589
1772,121413.4353
1773,121844.9576
1774,135651.7569
1775,156446.6681
1776,122595.0241
1777,115201.1555
1778,147014.9412
1779,114668.5434
1780,184582.9875
1781,124099.9717
1782,94628.701
1783,151066.4128
1784,103985.924
1785,118183.7229
1786,141220.1955
1787,195287.0033
1788,59139.37038
1789,95852.3002
1790,80053.97559
1791,187711.8579
1792,140845.7375
1793,133970.6652
1794,178231.1276
1795,129920.3772
1796,142323.5121
1797,102887.3025
1798,122064.5702
1799,110527.9481
1800,133418.4088
1801,123385.1969
1802,130030.4311
1803,155018.9207
1804,148162.5883
1805,149934.9095
1806,127908.8134
1807,153761.0172
1808,143976.9718
1809,132162.4008
1810,126420.9091
1811,73488.63456
1812,79191.60861
1813,121259.9667
1814,91294.02458
1815,52232.5298
1816,113211.9097
1817,109186.366
1818,144104.7569
1819,137489.5911
1820,72634.36958
1821,111864.2885
1822,172016.4451
1823,53714.91755
1824,136842.8024
1825,143428.5265
1826,106476.1997
1827,94324.51553
1828,130409.1557
1829,156749.1054
1830,153657.6885
1831,144678.1088
1832,72966.20427
1833,151057.9632
1834,121200.2646
1835,106551.9765
1836,123144.7237
1837,85230.36136
1838,117700.0854
1839,114168.7164
1840,144133.3311
1841,128195.1323
1842,107209.3722
1843,117625.7344
1844,160501.2989
1845,145944.7356
1846,151498.6537
1847,161261.7169
1848,54785.68662
1849,136679.0934
1850,121532.4567
1851,143222.9264
1852,130413.6498
1853,136308.5538
1854,156133.8391
1855,157610.7618
1856,220444.13
1857,163216.0575
1858,117040.2253
1859,114566.1221
1860,122452.0943
1861,115049.2245
1862,353004.686
1863,325398.2472
1864,325432.1788
1865,338394.5451
1866,371519.1085
1867,239620.3086
1868,287342.456
1869,210219.2829
1870,229784.7752
1871,277481.9561
1872,190438.6018
1873,233686.5332
1874,139390.1544
1875,185864.272
1876,191260.4669
1877,208378.9172
1878,188085.5542
1879,120629.2225
1880,141208.7768
1881,239110.0732
1882,246053.0817
1883,184639.4586
1884,189194.987
1885,221432.3157
1886,289845.4658
1887,222794.5603
1888,272653.3975
1889,175631.2563
1890,124702.16
1891,131065.2259
1892,96135.35163
1893,132658.4695
1894,132432.7392
1895,138946.0365
1896,126344.147
1897,116249.9542
1898,114263.6592
1899,170996.4329
1900,153245.2194
1901,155084.7849
1902,110211.9181
1903,215194.4843
1904,117592.2384
1905,189904.8045
1906,138812.4594
1907,169909.4442
1908,112645.2961
1909,141826.7849
1910,126289.0648
1911,187056.447
1912,307475.4153
1913,145592.6883
1914,66654.73505
1915,270469.6443
1916,63308.9713
1917,240790.8132
1918,140965.6945
1919,173871.9327
1920,143519.6001
1921,428200.5522
1922,340781.194
1923,234650.5628
1924,252410.6596
1925,194418.6368
1926,372544.3122
1927,132207.1294
1928,162376.7366
1929,120676.9375
1930,127812.1388
1931,149691.867
1932,133853.3892
1933,185451.5024
1934,172270.1326
1935,166644.3207
1936,186387.7077
1937,176911.1965
1938,183142.7253
1939,223729.0337
1940,186570.3467
1941,162078.569
1942,180767.0114
1943,216986.225
1944,376356.6686
1945,388153.423
1946,135171.9983
1947,281794.1563
1948,152511.2465
1949,283857.3868
1950,204754.1694
1951,257271.9954
1952,195102.3175
1953,180465.3598
1954,202130.8769
1955,128170.9953
1956,323515.8079
1957,154652.5524
1958,296810.3666
1959,144377.1683
1960,112021.8292
1961,128125.0011
1962,95416.52072
1963,100278.1134
1964,105238.3948
1965,157131.9274
1966,141392.6704
1967,273322.5649
1968,440335.7455
1969,371476.4974
1970,384928.4928
1971,509202.1201
1972,373214.9143
1973,275560.5755
1974,342864.1895
1975,413212.3404
1976,265286.4014
1977,334831.6158
1978,331217.3436
1979,308009.4266
1980,192148.9654
1981,318032.0344
1982,213310.3552
1983,197773.6162
1984,171049.9903
1985,234738.8636
1986,221868.2767
1987,196564.8502
1988,192923.6107
1989,203234.9961
1990,223335.1815
1991,217472.5924
1992,214290.1537
1993,187603.2628
1994,222679.2461
1995,188967.8377
1996,238331.7243
1997,333276.9133
1998,266470.6785
1999,303383.886
2000,322586.233
2001,278143.6082
2002,263558.5052
2003,264989.0843
2004,278580.1889
2005,214901.4497
2006,212357.8203
2007,266712.4634
2008,222434.0696
2009,195576.8907
2010,200088.9576
2011,133617.4679
2012,185092.8349
2013,174130.2455
2014,182221.2438
2015,204520.9734
2016,190411.7647
2017,186349.4858
2018,126143.5555
2019,130639.8327
2020,98910.125
2021,100359.0417
2022,172914.1511
2023,135023.773
2024,254012.8135
2025,365574.1139
2026,186649.9387
2027,170645.3647
2028,162498.5967
2029,171835.1575
2030,270903.4757
2031,231363.8981
2032,262592.0532
2033,267219.6436
2034,189952.5011
2035,209533.3278
2036,219887.6676
2037,220854.0706
2038,342027.9778
2039,216752.2143
2040,256753.3239
2041,321117.6822
2042,207517.1788
2043,173102.5566
2044,153026.0493
2045,235674.5859
2046,147134.3565
2047,134972.2499
2048,149249.6461
2049,157138.028
2050,174007.991
2051,106227.2071
2052,124829.2129
2053,147625.8505
2054,102933.6429
2055,146284.7232
2056,168960.1778
2057,108397.8753
2058,221940.1206
2059,132486.445
2060,161390.0576
2061,163637.5481
2062,123387.6873
2063,123260.2644
2064,132897.0268
2065,110605.7548
2066,176940.9512
2067,126171.0614
2068,148019.7988
2069,79011.66196
2070,126602.0618
2071,99508.97856
2072,154358.23
2073,131103.5816
2074,187112.1772
2075,145521.1116
2076,112965.1718
2077,147983.7859
2078,119782.0495
2079,134984.3
2080,118466.1671
2081,124027.1637
2082,104031.6027
2083,139181.1477
2084,113385.4793
2085,112471.2666
2086,94573.04073
2087,115833.0432
2088,89100.2424
2089,82258.22092
2090,126885.7243
2091,93539.36238
2092,132735.3499
2093,98181.48286
2094,117941.8914
2095,140322.4942
2096,93467.66979
2097,94425.44433
2098,145151.9181
2099,56950.8014
2100,69457.51929
2101,110371.9101
2102,130625.577
2103,104267.5957
2104,127802.0329
2105,113990.7026
2106,54897.66278
2107,205280.4436
2108,112071.5576
2109,102948.2039
2110,115815.9811
2111,136873.5837
2112,124959.2989
2113,112590.1716
2114,132965.5021
2115,147270.9491
2116,122353.8297
2117,131030.8521
2118,125573.0998
2119,119791.5182
2120,125439.5381
2121,84050.83746
2122,111669.0096
2123,94195.1848
2124,168916.8482
2125,125609.1104
2126,169893.7792
2127,171529.2569
2128,134979.1302
2129,103906.8056
2130,120594.581
2131,162313.1431
2132,116814.6146
2133,133953.5272
2134,137281.2779
2135,95804.94822
2136,64540.45203
2137,99068.69677
2138,132486.3791
2139,159065.9493
2140,145406.3439
2141,183709.5509
2142,121494.7234
2143,152962.9229
2144,107490.3371
2145,138158.1895
2146,167310.3802
2147,141593.2605
2148,144183.8044
2149,166850.8175
2150,253654.9358
2151,128306.3305
2152,171288.8809
2153,156529.1482
2154,98793.61997
2155,144559.4458
2156,222047.9882
2157,224462.4535
2158,242203.2288
2159,221636.4647
2160,192074.5098
2161,254808.3782
2162,375557.4868
2163,348992.7827
2164,274948.3322
2165,211214.3077
2166,153017.0693
2167,217479.1953
2168,174644.2762
2169,191532.4454
2170,206377.6592
2171,160763.3431
2172,128917.66
2173,175175.3542
2174,215589.307
2175,304600.1259
2176,330723.0086
2177,245777.5674
2178,221473.5268
2179,135694.1121
2180,204271.4922
2181,193796.9464
2182,220982.885
2183,191352.9599
2184,110707.6785
2185,139140.2593
2186,139138.4719
2187,178874.6097
2188,161778.9011
2189,291517.7731
2190,72494.71489
2191,76454.65585
2192,84391.97677
2193,108638.1918
2194,121193.1619
2195,101010.7976
2196,111523.4629
2197,117659.2696
2198,175659.1745
2199,189622.5949
2200,123414.6811
2201,143193.216
2202,211415.6928
2203,135619.2103
2204,155946.1447
2205,95588.96709
2206,109067.0148
2207,200733.6443
2208,246362.9817
2209,204358.1063
2210,124032.6514
2211,123282.2208
2212,123134.5134
2213,122744.8154
2214,128891.5736
2215,106874.3018
2216,139244.2534
2217,64108.52288
2218,90345.71596
2219,85030.72235
2220,77229.27082
2221,270469.6443
2222,251948.8635
2223,290968.3184
2224,222953.2082
2225,121573.1257
2226,170274.8347
2227,207294.2962
2228,300173.4081
2229,241467.9251
2230,145531.0161
2231,212843.2194
2232,183451.8765
2233,184315.0779
2234,260437.0142
2235,221164.2917
2236,255779.6095
2237,307847.8641
2238,221467.8513
2239,94558.35335
2240,160899.1049
2241,150698.9054
2242,133052.0104
2243,144871.7998
2244,112383.829
2245,106052.6675
2246,142674.7288
2247,124896.5247
2248,114295.8422
2249,119332.2449
2250,131131.0913
2251,105354.0037
2252,178858.485
2253,167282.5445
2254,183929.3837
2255,175298.5987
2256,176274.5113
2257,203621.9905
2258,173473.2203
2259,182955.3526
2260,146149.9394
2261,193894.8912
2262,195542.5762
2263,393361.3871
2264,410748.2596
2265,167609.0636
2266,297748.1138
2267,273426.0854
2268,398600.1369
2269,155486.4054
2270,200378.7682
2271,217401.5308
2272,210390.941
2273,165065.539
2274,173441.9971
2275,152520.6532
2276,196843.9817
2277,184100.783
2278,149484.2099
2279,125383.263
2280,106397.7656
2281,164763.84
2282,177477.6198
2283,107137.0887
2284,125180.6307
2285,137481.2674
2286,122507.6664
2287,371866.1697
2288,274884.1787
2289,335257.3462
2290,400950.9366
2291,344508.8538
2292,404764.0579
2293,467500.9525
2294,440464.1428
2295,446123.9358
2296,230454.8093
2297,355041.8498
2298,340118.4059
2299,386731.8062
2300,298108.7881
2301,323122.1889
2302,245430.9104
2303,231954.6441
2304,237033.5989
2305,172090.0252
2306,169736.1667
2307,196607.8583
2308,201276.0727
2309,276516.8444
2310,200271.2264
2311,204976.7598
2312,187230.1187
2313,180565.3569
2314,176654.1012
2315,189301.5181
2316,220486.7454
2317,189644.7642
2318,178617.7685
2319,185683.0429
2320,194121.0645
2321,263413.5321
2322,194408.7311
2323,200833.7165
2324,198491.2906
2325,214526.0558
2326,193200.6013
2327,213351.5036
2328,219607.4471
2329,193254.3
2330,179467.9587
2331,315729.4653
2332,371160.0913
2333,298840.1668
2334,242466.6887
2335,272855.2712
2336,270205.5854
2337,179979.146
2338,242975.6911
2339,205084.1215
2340,364263.6282
2341,199269.0694
2342,230308.7803
2343,223919.7411
2344,197815.5327
2345,228744.3661
2346,211212.6313
2347,198755.7385
2348,229950.0806
2349,187389.0063
2350,345598.8344
2351,253997.2523
2352,253233.6981
2353,258700.8552
2354,124254.3291
2355,132183.515
2356,155284.7076
2357,196868.2454
2358,184616.4664
2359,123247.0936
2360,114527.946
2361,140613.2011
2362,220963.2363
2363,145192.5656
2364,173680.7084
2365,230833.8163
2366,218843.1135
2367,233317.0787
2368,233566.9288
2369,219410.2907
2370,178153.4193
2371,151966.3512
2372,201464.6561
2373,302580.3366
2374,322025.2026
2375,215835.3736
2376,287221.6589
2377,286350.3289
2378,162273.1075
2379,189751.4262
2380,164712.2386
2381,162041.4587
2382,209844.5389
2383,197698.1263
2384,241243.3693
2385,188059.5696
2386,134184.3883
2387,130373.9888
2388,113837.2527
2389,131594.7075
2390,155117.0689
2391,149509.8097
2392,117122.4943
2393,178801.0445
2394,148421.852
2395,203412.4628
2396,137775.2704
2397,199472.0063
2398,128873.7331
2399,53700.87752
2400,68911.9049
2401,112229.0942
2402,135590.3473
2403,148951.6018
2404,157684.6937
2405,165088.8879
2406,136720.2684
2407,135046.9211
2408,144986.1532
2409,127359.6258
2410,174184.5207
2411,116755.1754
2412,147587.2573
2413,126256.7273
2414,160842.3637
2415,137319.7512
2416,121756.7399
2417,137804.422
2418,134205.4924
2419,127198.2997
2420,125539.908
2421,143305.8923
2422,100176.913
2423,113556.3681
2424,155994.6909
2425,172505.4763
2426,139369.6511
2427,126818.2208
2428,168921.0454
2429,113147.2545
2430,138044.6391
2431,113618.9498
2432,145461.8729
2433,131873.5195
2434,123493.2395
2435,144007.6759
2436,108271.0426
2437,96745.14563
2438,126464.0825
2439,106525.6227
2440,120702.1099
2441,84530.74124
2442,98967.94272
2443,144854.2467
2444,137220.0642
2445,88504.21881
2446,141277.9348
2447,214173.3624
2448,139900.4278
2449,114783.2259
2450,151571.2781
2451,109390.1806
2452,207842.2344
2453,104536.9515
2454,123247.929
2455,128080.3616
2456,120288.7482
2457,135994.7993
2458,131065.8018
2459,105858.9249
2460,140061.2449
2461,136734.0429
2462,132914.443
2463,129690.271
2464,174555.4364
2465,159928.7622
2466,121492.2578
2467,140755.2674
2468,85681.64583
2469,73905.68014
2470,205464.7687
2471,182790.15
2472,134024.3947
2473,97753.65918
2474,61574.58512
2475,197331.2506
2476,105622.6898
2477,122385.9591
2478,154723.2975
2479,96897.91917
2480,170703.6231
2481,124864.9206
2482,122141.8139
2483,114796.7097
2484,123423.8842
2485,123021.8072
2486,130078.1719
2487,192291.571
2488,164967.556
2489,154097.5499
2490,142113.5497
2491,105592.7252
2492,182360.3709
2493,171849.3919
2494,149297.5514
2495,86282.27982
2496,240638.3098
2497,142914.6449
2498,110428.4885
2499,89578.21947
2500,121324.0708
2501,135248.1219
2502,152008.5702
2503,97725.06903
2504,158586.0621
2505,215473.493
2506,255868.206
2507,269517.6664
2508,260508.0314
2509,225586.1223
2510,219583.1253
2511,179113.4483
2512,206319.252
2513,218521.8144
2514,234160.8164
2515,142023.296
2516,181498.6686
2517,138175.2714
2518,141540.1318
2519,234053.3068
2520,230737.306
2521,192385.1493
2522,217068.3234
2523,116199.0822
2524,147460.5907
2525,147842.3111
2526,136933.8405
2527,130102.7248
2528,127891.6131
2529,146300.5359
2530,127476.3051
2531,234585.0886
2532,221822.9597
2533,189556.5336
2534,241254.7143
2535,261544.4522
2536,241293.633
2537,228764.2225
2538,189343.4394
2539,190977.8766
2540,187333.323
2541,190521.9421
2542,166473.1643
2543,125294.8915
2544,110201.6749
2545,148231.4544
2546,135844.4318
2547,150934.0728
2548,167103.7349
2549,153236.9851
2550,614216.6957
2551,146597.4973
2552,131505.6572
2553,75515.8953
2554,92601.85749
2555,126637.1113
2556,97150.82327
2557,97494.9537
2558,153526.1448
2559,123222.069
2560,143561.884
2561,147696.1315
2562,127868.0252
2563,130906.535
2564,185903.7415
2565,135769.3857
2566,142000.3031
2567,123800.0482
2568,169968.0937
2569,220377.3771
2570,119131.5825
2571,164540.9567
2572,149169.2896
2573,193891.5905
2574,252243.8009
2575,134415.9428
2576,108493.983
2577,132393.6102
2578,88484.61249
2579,61793.53741
2580,95003.44543
2581,114485.5038
2582,114017.3552
2583,230391.8175
2584,185587.3589
2585,194021.4308
2586,199434.2609
2587,211984.4886
2588,140277.9869
2589,159627.5656
2590,201907.4973
2591,225436.7121
2592,205840.0013
2593,248936.8823
2594,193718.4944
2595,206854.8788
2596,301209.7092
2597,202502.8204
2598,305531.4091
2599,355545.392
2600,140192.4016
2601,141704.0215
2602,87163.90857
2603,97475.80319
2604,88608.50722
2605,87048.99257
2606,145854.7577
2607,222793.0377
2608,184754.4647
2609,177176.4303
2610,104786.3731
2611,91402.0283
2612,162937.0662
2613,128829.1399
2614,115837.5128
2615,158048.1478
2616,148790.8201
2617,172640.7038
2618,208190.6518
2619,203956.8491
2620,176440.4073
2621,174862.5163
2622,175605.4624
2623,244357.7709
2624,301405.0845
2625,243123.7838
2626,175235.6606
2627,160844.3402
2628,488361.0288
2629,551438.0427
2630,375127.4312
2631,466860.7048
2632,405371.9551
2633,282848.3835
2634,404641.5821
2635,166040.9084
2636,171314.3755
2637,204935.6273
2638,279953.0403
2639,187232.7227
2640,152724.0642
2641,103301.354
2642,167183.8628
2643,113576.9092
2644,135763.4617
2645,112971.6629
2646,94693.31941
2647,101311.3834
2648,137503.5616
2649,154882.1583
2650,140251.6999
2651,147241.9015
2652,400641.5318
2653,242508.6947
2654,249196.6629
2655,369041.4791
2656,342573.9772
2657,322190.0231
2658,288789.8676
2659,318014.0289
2660,375152.5507
2661,325449.9359
2662,361486.3763
2663,281314.8704
2664,268994.0352
2665,306700.3654
2666,248257.4942
2667,191125.2425
2668,192637.3673
2669,185433.1117
2670,284022.8864
2671,195122.8494
2672,205035.5994
2673,198541.413
2674,200404.3351
2675,182755.6838
2676,207156.9806
2677,194400.8174
2678,248443.5127
2679,293021.1227
2680,269266.7233
2681,385373.1648
2682,316113.0761
2683,475292.3788
2684,313974.866
2685,288621.5614
2686,231538.4531
2687,292113.2309
2688,196885.0416
2689,199691.4306
2690,418663.098
2691,187636.6697
2692,121804.9515
2693,199183.6278
2694,128271.6785
2695,194060.8945
2696,189446.6309
2697,173042.1055
2698,180708.0822
2699,171557.1144
2700,155105.9574
2701,161114.1537
2702,127488.3985
2703,157284.8245
2704,141727.3397
2705,120475.528
2706,115415.0723
2707,133918.2469
2708,128248.633
2709,99860.31113
2710,127611.4418
2711,271273.2644
2712,355281.6239
2713,180611.1426
2714,161273.3115
2715,150671.4476
2716,159876.407
2717,201562.8049
2718,245035.3924
2719,158305.2633
2720,188878.499
2721,127430.8755
2722,149025.0225
2723,142675.213
2724,131894.5062
2725,128084.2614
2726,143679.9913
2727,179756.8258
2728,197551.0264
2729,145284.0983
2730,146545.4474
2731,145640.7334
2732,127911.8517
2733,171781.5385
2734,137050.0774
2735,139253.1368
2736,142889.9347
2737,116182.1962
2738,139873.2772
2739,166637.9
2740,143684.2298
2741,119116.5279
2742,158132.7548
2743,143839.328
2744,156183.0306
2745,148971.2638
2746,127919.8105
2747,159280.6447
2748,144944.1291
2749,122319.8773
2750,125535.3791
2751,124299.8525
2752,218722.0371
2753,142461.7278
2754,214257.9673
2755,145571.0086
2756,96531.71341
2757,71300.42801
2758,106863.7796
2759,172457.1854
2760,112078.0863
2761,136068.5951
2762,132892.6338
2763,185274.2232
2764,153062.5489
2765,306450.6637
2766,123819.6342
2767,79155.54271
2768,114341.5802
2769,115386.4372
2770,144037.1048
2771,104614.2052
2772,100578.2748
2773,181442.5195
2774,125794.4751
2775,118589.2803
2776,148891.3332
2777,153790.1374
2778,104118.116
2779,128045.0563
2780,82949.64164
2781,100187.1024
2782,89505.91899
2783,82945.96621
2784,130539.3963
2785,153251.92
2786,67587.48068
2787,123909.293
2788,79204.63091
2789,186798.4928
2790,99349.87838
2791,111938.1601
2792,59283.77162
2793,141353.0013
2794,97550.31263
2795,124479.8732
2796,98246.08777
2797,194191.8151
2798,104865.972
2799,99023.41442
2800,68965.21639
2801,100278.3273
2802,125273.3185
2803,142388.2881
2804,145778.2276
2805,106833.654
2806,84880.80749
2807,146758.6076
2808,149328.11
2809,126315.451
2810,120936.4055
2811,159067.6152
2812,168141.0009
2813,166424.4099
2814,157291.9386
2815,98399.42116
2816,211984.7007
2817,150996.678
2818,132625.2511
2819,178020.0028
2820,137481.8122
2821,108208.3174
2822,216418.4045
2823,248738.8667
2824,173982.9807
2825,162604.1289
2826,142071.3867
2827,147489.1881
2828,199322.982
2829,264254.1097
2830,223988.9732
2831,171256.6381
2832,223515.5253
2833,308092.7466
2834,220505.5282
2835,226327.1177
2836,189599.2059
2837,157537.0503
2838,145189.5835
2839,170446.2239
2840,205036.3944
2841,194452.3894
2842,226803.612
2843,141393.5855
2844,184536.6785
2845,122959.1768
2846,190105.4315
2847,208159.2715
2848,197525.203
2849,201725.3094
2850,280795.9314
2851,212905.9462
2852,232826.1744
2853,232005.5939
2854,139377.9303
2855,207484.5573
2856,196951.4417
2857,186490.4775
2858,208850.8582
2859,137100.4719
2860,136692.1073
2861,117381.6105
2862,212447.8307
2863,115203.9255
2864,268582.3963
2865,143851.6647
2866,165708.9467
2867,108364.0322
2868,87901.71576
2869,104562.8754
2870,131247.5458
2871,79128.58768
2872,47649.82645
2873,97662.25303
2874,135665.5716
2875,101650.2266
2876,159042.0724
2877,144927.2037
2878,143852.7559
2879,125037.5098
2880,94607.10423
2881,133457.6242
2882,150955.5893
2883,201717.9292
2884,201668.1273
2885,200290.2348
2886,211929.5237
2887,86474.12615
2888,149343.6446
2889,61556.91171
2890,83465.10432
2891,132929.7426
2892,53338.24768
2893,88860.44965
2894,61602.86396
2895,298455.9627
2896,244933.9138
2897,211474.0664
2898,159414.758
2899,222760.3841
2900,168944.6943
2901,188005.297
2902,175148.1642
2903,319146.9261
2904,370360.1362
2905,81850.04643
2906,232437.9263
2907,121951.5767
2908,135720.6051
2909,155906.7436
2910,83628.0928
2911,83031.77631
2912,151137.763
2913,81106.48374
2914,81029.37605
2915,89937.79122
2916,84310.30122
2917,159866.4001
2918,115549.3871
2919,231328.7069
